,32,64
0,0.6387111111111111,0.5409777777777778
1,0.7925555555555556,0.7472222222222222
2,0.8270222222222222,0.7896
3,0.8457777777777777,0.8136222222222222
4,0.8590444444444445,0.8274444444444444
5,0.8694888888888889,0.8414888888888888
6,0.8786,0.8516
7,0.8857333333333334,0.8598
8,0.8934222222222222,0.8663111111111111
9,0.8982444444444444,0.8738666666666667
10,0.9043777777777777,0.8793777777777778
11,0.9092888888888889,0.8845555555555555
12,0.9152888888888889,0.8887555555555555
13,0.9199777777777778,0.8916888888888889
14,0.9248666666666666,0.8974888888888889
15,0.9290666666666667,0.9002222222222223
16,0.9324444444444444,0.9024666666666666
17,0.9363555555555556,0.9064666666666666
18,0.9396,0.9087777777777778
19,0.9425111111111111,0.913
20,0.9469555555555556,0.9141777777777778
21,0.9502666666666667,0.9190444444444444
22,0.9542666666666667,0.9220888888888888
23,0.9581777777777778,0.9244444444444444
24,0.9609111111111112,0.9285777777777777
25,0.9621333333333333,0.9300888888888889
26,0.9650222222222222,0.9326444444444445
27,0.9667777777777777,0.9331333333333334
28,0.9697555555555556,0.9380222222222222
29,0.9712222222222222,0.9394
