,32,64
0,1.2216419617419727,1.5143971950323745
1,0.6527308537316984,0.852129012515599
2,0.5276158664378191,0.6748962079767477
3,0.4649571686686568,0.583615044131875
4,0.42249909538428837,0.5234993331303651
5,0.3910622699576739,0.48167088761163707
6,0.36081320990483307,0.4483448264231397
7,0.3380677815693528,0.422152416780591
8,0.3203653856455305,0.39940632930533454
9,0.3015551466995211,0.38333468037572777
10,0.28508862966503457,0.3643742043482648
11,0.27025117750816424,0.34704997738696297
12,0.2547363625586499,0.336420635481111
13,0.24331683382476654,0.32312300500713964
14,0.22955428810251377,0.3095387884055857
15,0.21614553276833356,0.2987943292828277
16,0.20548133932281742,0.2914613948351788
17,0.1934887353878921,0.28057344404938206
18,0.18374433386713457,0.2710725643079389
19,0.17596366802030577,0.26114154571074655
20,0.1663773845452299,0.2546272098023275
21,0.1556838968584702,0.24497664184309542
22,0.14644353438166116,0.23779778299980203
23,0.1375770348758988,0.22949796145654877
24,0.12897471543044042,0.22274177442093127
25,0.12375474549160095,0.21502312005561014
26,0.11606478667338117,0.2081506512000818
27,0.1111120803406768,0.20417820448479193
28,0.10423456641197384,0.1951065375416709
29,0.1001220495806108,0.18937617666828868
