,1e-06,1e-05,0.0001,0.001,0.01,0.1
0,0.09182222222222222,0.11366666666666667,0.21195555555555556,0.3700222222222222,0.4666444444444444,0.4335111111111111
1,0.09311111111111112,0.13571111111111112,0.3026888888888889,0.49317777777777777,0.5931111111111111,0.5564888888888889
2,0.0956,0.15466666666666667,0.3556,0.5445555555555556,0.6415333333333333,0.6045555555555555
3,0.09764444444444445,0.17386666666666667,0.3916222222222222,0.5857333333333333,0.6770666666666667,0.6354222222222222
4,0.10177777777777777,0.19088888888888889,0.4108888888888889,0.6119111111111111,0.7053555555555555,0.6616888888888889
5,0.10735555555555555,0.2044888888888889,0.4302666666666667,0.6330666666666667,0.7254222222222222,0.6812444444444444
6,0.11473333333333334,0.21297777777777777,0.44882222222222223,0.6475555555555556,0.7499777777777777,0.7036444444444444
7,0.12028888888888889,0.22133333333333333,0.4623333333333333,0.6599333333333334,0.7665333333333333,0.7228
8,0.12513333333333335,0.2292,0.47788888888888886,0.6734444444444444,0.7861555555555556,0.7374
9,0.13442222222222222,0.236,0.48977777777777776,0.6821111111111111,0.8018666666666666,0.7499555555555556
10,0.14371111111111112,0.24293333333333333,0.5015333333333334,0.6908222222222222,0.8163555555555555,0.7635777777777778
11,0.1486222222222222,0.24708888888888889,0.5120444444444444,0.6991333333333334,0.8308,0.7770444444444444
12,0.15497777777777777,0.2534888888888889,0.5234666666666666,0.7084,0.8438444444444444,0.7848888888888889
13,0.16368888888888888,0.26095555555555555,0.5280888888888889,0.7161555555555555,0.8538666666666667,0.7955555555555556
14,0.17004444444444444,0.2674666666666667,0.5388,0.7214222222222222,0.8689333333333333,0.8061111111111111
15,0.17455555555555555,0.2717333333333333,0.5456888888888889,0.7282444444444445,0.8778888888888889,0.8136
16,0.18044444444444444,0.2770666666666667,0.5506666666666666,0.7372444444444445,0.8875555555555555,0.8219777777777778
17,0.1839111111111111,0.28126666666666666,0.5590444444444445,0.7422222222222222,0.8968,0.8247777777777778
18,0.18753333333333333,0.2868222222222222,0.5653777777777778,0.7485555555555555,0.9065333333333333,0.8294888888888889
19,0.192,0.29088888888888886,0.5721333333333334,0.7552222222222222,0.9113555555555556,0.8390666666666666
20,0.19335555555555556,0.29633333333333334,0.5769555555555556,0.7604888888888889,0.9178666666666667,0.8425777777777778
21,0.1964,0.3025333333333333,0.5845555555555556,0.7648444444444444,0.9254222222222223,0.8481333333333333
22,0.19997777777777778,0.30393333333333333,0.5864666666666667,0.7715555555555556,0.9334666666666667,0.8500888888888889
23,0.201,0.3112,0.5909111111111112,0.7772222222222223,0.9387555555555556,0.8533555555555555
24,0.20273333333333332,0.31544444444444447,0.5948,0.7824444444444445,0.9398666666666666,0.8597111111111111
25,0.20675555555555555,0.3184666666666667,0.6004666666666667,0.7887777777777778,0.9464666666666667,0.8632222222222222
26,0.20657777777777778,0.3252,0.6026222222222222,0.7936222222222222,0.9483333333333334,0.8619777777777777
27,0.21033333333333334,0.3284222222222222,0.6052888888888889,0.8010444444444444,0.9528666666666666,0.8658
28,0.2127111111111111,0.33453333333333335,0.6102666666666666,0.8072666666666667,0.9572,0.8670666666666667
29,0.2131111111111111,0.3379111111111111,0.6137333333333334,0.8101111111111111,0.9572888888888889,0.8690666666666667
