,0.001,0.01,0.1,0.25,0.5
0,1.3660563189291954,1.397286747367382,1.4048385194063187,1.4574935248470307,1.5167834013462067
1,1.068925523030758,1.109269111263752,1.1483880836606026,1.2560419401168823,1.3789144989585878
2,0.9601165642166137,1.004811782220006,1.0871196028590202,1.2116068776655198,1.3554505441856384
3,0.8888164294099807,0.9315397024357319,1.0566617998814583,1.1936295280885696,1.3379975189447404
4,0.8338206675243378,0.8810527018582821,1.0390802171278,1.1874654447603226,1.3378058067035674
5,0.7927621501910687,0.8414596016013622,1.0377588552975654,1.1828215885972977,1.3312742084503173
6,0.7537266103857756,0.8099432125341892,1.0274199619817734,1.1828535749959945,1.335671957039833
7,0.7229604339647293,0.779196190598011,1.0202597761964798,1.1796394937705994,1.3352563981199264
8,0.6935423985759914,0.7611719814449549,1.0224435706830024,1.1703162261533737,1.3303376579904556
9,0.6671717490741611,0.7412864862245321,1.01487098965168,1.1686239318144322,1.3327738391685486
10,0.6425668443855643,0.722552545952499,1.0132507161450386,1.168138320980072,1.334772149848938
11,0.6193021186447144,0.7097412456440926,1.0027138873481751,1.163002796113491,1.3397840792131424
12,0.6002504426827282,0.6900508233231306,1.0018118004274368,1.1621877473592759,1.337393307619095
13,0.5843542070040106,0.6735158192265034,0.9981761013281345,1.1626885596466063,1.332985548400879
14,0.5637687200828642,0.6617289672672748,0.9952194567513466,1.1629843211889268,1.3283619825601578
15,0.5428684384557605,0.6518942159870267,0.9935808028697968,1.1665688403177261,1.3350786302757263
16,0.5283852394313365,0.6439806509502232,0.9897341500234604,1.1580108464813232,1.3320757897424698
17,0.5153341621527076,0.632219261418134,0.9896383389210701,1.159336266951561,1.3313269323301316
18,0.4976416309718415,0.6247757314267754,0.9860187610805035,1.1655754572844506,1.3322955970096588
19,0.47926475825965403,0.6164395267084241,0.9837864321398735,1.1640134927511214,1.333018628153801
20,0.46482740823827684,0.6119176377728581,0.9855163027453423,1.1602287425136566,1.3317699523925781
21,0.4555303009762615,0.6022835760234296,0.9800495757699013,1.15961682751894,1.332774472990036
22,0.43976601286798717,0.5926526086843759,0.9797004438781738,1.1622897712564468,1.3337728157138824
23,0.42442863843981177,0.5865762919923663,0.9760825010514259,1.1627089011144638,1.3331654393625259
24,0.4167866703284904,0.5789789070300758,0.9783877272415161,1.1587875454425811,1.3300734416866302
25,0.4073025225807354,0.5802530562208593,0.9769684110093116,1.1569726078319549,1.3334500824546813
26,0.391892433292456,0.5718475573325157,0.9766337054371834,1.1590487632036208,1.3307265054941178
27,0.3844450961682387,0.5675964851462841,0.9736073343491555,1.1537254118824005,1.3312856839990617
28,0.37857504807759074,0.5623621163770557,0.9733380171823501,1.1599007296705246,1.3379131049633026
29,0.36690041942643004,0.5567944578659535,0.9748195467936993,1.1590188452982904,1.332652021803856
