,1024,256,64,16
0,1.161523867737163,0.8051685059273784,0,0
1,0.6508412049575285,0.5977985938502983,0,0
2,0.5960964533415708,0.5707657006992535,0,0
3,0.5667669447985563,0.5556979199702089,0,0
4,0.5541695214130662,0.5453916251320731,0,0
5,0.538309174505147,0.5376915831796147,0,0
6,0.5355987812985074,0.53181970204142,0,0
7,0.5258383764462038,0.5295941924506967,0,0
8,0.5242955589836295,0.0,0,0
9,0.5205982401967049,0.0,0,0
10,0.5135394050316378,0.0,0,0
11,0.507774302905256,0.0,0,0
12,0.5049164979295298,0.0,0,0
13,0.5026466724547473,0.0,0,0
14,0.5016766671429981,0.0,0,0
15,0.5044633773240176,0.0,0,0
16,0.4999863396991383,0.0,0,0
17,0.4981397573243488,0.0,0,0
18,0.4935197213833982,0.0,0,0
19,0.49803153019059787,0.0,0,0
20,0.49652996185151016,0.0,0,0
21,0.49189395118843426,0.0,0,0
22,0.49413728984919464,0.0,0,0
23,0.4924121681939472,0.0,0,0
24,0.48992008512670343,0.0,0,0
25,0.48512858829715033,0.0,0,0
26,0.48473695801063016,0.0,0,0
27,0.486237188631838,0.0,0,0
28,0.48459170961921866,0.0,0,0
29,0.4885467785325917,0.0,0,0
30,0.4840115031058138,0.0,0,0
31,0.4891509779474952,0.0,0,0
32,0.48666392266750336,0.0,0,0
33,0.48653977702964435,0.0,0,0
34,0.4830954989249056,0.0,0,0
