,8,16,64,256,1024
0,1.5560635963439942,1.5178298208792353,1.4192806917496703,1.4668945934284816,1.664869855750691
1,1.1499455218527053,1.122960583260167,1.0297539058056744,1.0541875545274129,1.2519261755726554
2,0.9727281004786491,0.9562277357814747,0.8800226123580202,0.8886470825157382,1.050478844480081
3,0.8725212573753462,0.856860374349146,0.7961979944851588,0.7972508838230913,0.927040459080176
4,0.8044632506516245,0.7863691127463418,0.7331772830591283,0.7338205088268627,0.8524591665376317
5,0.7492104026648734,0.7318287523899729,0.6813493123362687,0.684348521923477,0.769176800142635
6,0.7033911327418354,0.6863250557665633,0.6401890794831243,0.63914074071429,0.7304616976868022
7,0.6643189984126223,0.6463589185244284,0.599060337270864,0.6093780308623206,0.6875464821403677
8,0.6322694008029169,0.6089335117731448,0.5750085887160491,0.5740096101706679,0.6561059816317125
9,0.6010203442196052,0.571923018383823,0.5390978787856345,0.5477564925835892,0.6190303984013471
10,0.5688008747619059,0.548158738858815,0.5114691313356161,0.5174942197786137,0.6083207943222739
11,0.5407766640590297,0.516159646460701,0.4821532635145228,0.49199083498255775,0.5735357972708616
12,0.5170366783522069,0.4909219703138129,0.4601619671183554,0.46641044437207957,0.5530450052835725
13,0.49340573297912876,0.4657839724361642,0.4370760593605651,0.44966180402446876,0.5298456359993328
14,0.47429309931786523,0.44416118960283296,0.4095403010406616,0.42156220972537994,0.5093320912935517
15,0.44875358836538054,0.42062312793125683,0.39429585191167216,0.4018111650578,0.48769870129498566
16,0.4321016602658977,0.4007227520368678,0.3701362502972849,0.3854105949232524,0.4660108042034236
17,0.41602239691596477,0.38191007900422913,0.35008325070058083,0.35876680072396994,0.4394878799265081
18,0.3963798963992546,0.3628992905689306,0.3354541978756474,0.3406255677850409,0.42322580177675595
19,0.38017411127769285,0.34687891578645447,0.3158278490670703,0.32159445553340693,0.4223695018074729
20,0.36367871364882837,0.3263009399784165,0.3039612845115533,0.306440657004714,0.3971011747013439
21,0.3518995520393933,0.31006103710440597,0.2778871698008681,0.29240910886702215,0.36556893451647327
22,0.3382456518639707,0.29446330090764206,0.2726071213837713,0.2675943709909916,0.3522696996277029
23,0.3232482551800294,0.2839036766940266,0.25935567930256104,0.24607099381021477,0.34262712570753967
24,0.31284680591245284,0.2705461774537869,0.2328346294446171,0.24098549893295224,0.3198318725282496
25,0.3002729658424544,0.257072492126194,0.22412240769798783,0.22561388903043486,0.30114713175730273
26,0.28557155935224665,0.2489881977265773,0.21035533976233142,0.21191201215101915,0.29197240045124834
27,0.27330630375996634,0.23606330275679935,0.1992601722648198,0.19310295251621443,0.2759052874012427
28,0.2695022772683762,0.22339621817738142,0.18465838890353387,0.18502826527269048,0.26614432307806885
29,0.255488189314516,0.21667176565612936,0.18224157222059809,0.16847624075175685,0.24568689953197131
30,0.24864749905239894,0.20567714779541243,0.16693235544318502,0.1655507190576331,0.22891767560081047
31,0.24128129037702198,0.1955376969263192,0.15810206675616262,0.14646799159659582,0.212161988358606
32,0.2322071932397647,0.19604285272479605,0.15549320293873528,0.13590213520960373,0.20054916698824277
33,0.21977143641895253,0.18288123752622856,0.14187513175155883,0.12508375561711463,0.18508294969797134
34,0.21955817225380905,0.1763835165652053,0.15195808083940807,0.12956197202120992,0.1816906945949251
35,0.20408832706011146,0.17412453360846145,0.13294760464023883,0.11474403827874498,0.17198547551577742
36,0.20482556581989322,0.16674338053761947,0.12098618260378399,0.09835726084102961,0.17590143260630695
37,0.19600718105302076,0.1549624778288569,0.11726242982232096,0.10080111835321243,0.1448701096867973
38,0.19438944794208915,0.15825273063828157,0.12263066417389465,0.10018845160745761,0.12133739719336684
39,0.18282091951051455,0.15593195049771877,0.11506973297483372,0.09672412227585235,0.11567806147716263
