,8,16,64,256,1024
0,0.43022222222222223,0.4428888888888889,0.4799111111111111,0.46055555555555555,0.39286666666666664
1,0.5919555555555556,0.5994666666666667,0.6330444444444444,0.6244222222222222,0.548
2,0.6566444444444445,0.6604,0.6879333333333333,0.6863111111111111,0.6266888888888889
3,0.6928444444444445,0.6975555555555556,0.7196888888888889,0.721,0.6717333333333333
4,0.7163555555555555,0.7224222222222222,0.7424,0.7425555555555555,0.6984888888888889
5,0.7365555555555555,0.7421111111111112,0.7614444444444445,0.7598666666666667,0.7297555555555556
6,0.7538444444444444,0.7566222222222222,0.7737333333333334,0.7770888888888889,0.7422
7,0.7665333333333333,0.7724222222222222,0.7884666666666666,0.7873333333333333,0.7575111111111111
8,0.7767777777777778,0.7836444444444445,0.7981777777777778,0.7995777777777778,0.7714666666666666
9,0.7883333333333333,0.7967333333333333,0.8083333333333333,0.8080444444444445,0.7840222222222222
10,0.7997777777777778,0.8065555555555556,0.8194222222222223,0.8185333333333333,0.7880888888888888
11,0.8099555555555555,0.8183777777777778,0.8281777777777778,0.8278222222222222,0.7989111111111111
12,0.8173777777777778,0.8257555555555556,0.8371111111111111,0.8368,0.8062444444444444
13,0.8271777777777778,0.8337111111111111,0.8436444444444444,0.8405111111111111,0.8152222222222222
14,0.8323333333333334,0.8437333333333333,0.8541333333333333,0.8519777777777777,0.8218222222222222
15,0.8396222222222223,0.8508222222222223,0.8585555555555555,0.8600666666666666,0.8289333333333333
16,0.8461777777777778,0.8568888888888889,0.8674444444444445,0.8665777777777778,0.8386
17,0.8506666666666667,0.8624,0.8741333333333333,0.8734222222222222,0.8466444444444444
18,0.8586222222222222,0.8706,0.8788222222222222,0.8807333333333334,0.8521111111111112
19,0.8651555555555556,0.8765777777777778,0.8874666666666666,0.8856666666666667,0.8512444444444445
20,0.8698444444444444,0.8831333333333333,0.8902666666666667,0.8911777777777777,0.8601555555555556
21,0.8751111111111111,0.8880444444444444,0.8988,0.8965111111111111,0.8724888888888889
22,0.8795555555555555,0.8946444444444445,0.9033111111111111,0.9074,0.8776444444444444
23,0.8837777777777778,0.8959333333333334,0.9060444444444444,0.9132,0.8798
24,0.8874666666666666,0.9033333333333333,0.9168222222222222,0.9142,0.8891555555555556
25,0.8934444444444445,0.9063555555555556,0.9201111111111111,0.9192666666666667,0.8939555555555555
26,0.8974666666666666,0.9098222222222222,0.9230666666666667,0.9256666666666666,0.8978444444444444
27,0.9026,0.9157777777777778,0.9269333333333334,0.9320666666666667,0.9041777777777777
28,0.9034666666666666,0.9197555555555555,0.9334222222222223,0.9351555555555555,0.9072888888888889
29,0.9084,0.9214666666666667,0.9346666666666666,0.9404444444444444,0.9141555555555556
30,0.9122,0.9257555555555556,0.9398666666666666,0.9406,0.921
31,0.9131111111111111,0.9295777777777777,0.9443333333333334,0.9483777777777778,0.9267333333333333
32,0.9148,0.9287111111111112,0.9439777777777778,0.9527555555555556,0.9308666666666666
33,0.9210222222222222,0.9341333333333334,0.9489111111111111,0.9565333333333333,0.9363111111111111
34,0.9212888888888889,0.9362444444444444,0.9452222222222222,0.9546222222222223,0.9374666666666667
35,0.9255555555555556,0.9374222222222223,0.9512222222222222,0.9602888888888889,0.9414
36,0.9267555555555556,0.9396222222222222,0.9576666666666667,0.9663333333333334,0.9379777777777778
37,0.9285555555555556,0.9454444444444444,0.9572222222222222,0.9647111111111111,0.952
38,0.9308,0.9429333333333333,0.9551555555555555,0.9645333333333334,0.9614
39,0.9334888888888889,0.9433333333333334,0.9591777777777778,0.9653777777777778,0.9627777777777777
