,test_acc,train_acc,test_loss,train_loss
0,0.7644,0.6708444444444445,0.6777555879473687,0.9676590055949158
1,0.7676,0.7029777777777778,0.6687534352123737,0.8754150231182575
2,0.7774,0.7093555555555555,0.6446622801542282,0.8483774347371525
3,0.783,0.7192222222222222,0.6334195226073265,0.830974217796988
4,0.785,0.7210222222222222,0.6153252360224724,0.8243332294397884
5,0.793,0.7214666666666667,0.6051729233533144,0.8196152168810368
6,0.7846,0.7226888888888889,0.6261391553044319,0.808710819218556
7,0.771,0.7248666666666667,0.6541914757817984,0.8058749332547188
8,0.7976,0.7282,0.5908648629784584,0.8035387821200821
9,0.7576,0.7278,0.6907873225271702,0.8013268515302076
10,0.785,0.7299777777777777,0.6366956384271383,0.7947686462753348
11,0.792,0.7290222222222222,0.5962267067432404,0.7927211575087574
12,0.7888,0.7328,0.6122183895945549,0.7922948833359612
13,0.791,0.7298,0.6121018044471741,0.7896144180185265
14,0.7978,0.7295111111111111,0.5919837582707405,0.788149427350031
15,0.7848,0.7335333333333334,0.6361869189560413,0.7825367080973255
16,0.7964,0.7340666666666666,0.6023401782453061,0.7840201989644103
17,0.792,0.7313333333333333,0.5965734328389167,0.786773535216848
18,0.7902,0.7348888888888889,0.6069522005021573,0.7811000037107203
19,0.8018,0.7344666666666667,0.5793809618517757,0.7807411299659146
20,0.785,0.7372,0.6172222922086715,0.7707812793662151
21,0.7786,0.7336666666666667,0.6307641812264919,0.7795370796663894
22,0.7966,0.7348444444444444,0.5883237545132637,0.7802806716534827
23,0.785,0.7318666666666667,0.6110016913414001,0.7823865631086959
24,0.79,0.7349111111111111,0.633221856418252,0.7801766142096784
25,0.8022,0.7325555555555555,0.5827277708798647,0.7828575560082992
26,0.792,0.7378888888888889,0.6098519984185695,0.7760500543634097
27,0.801,0.7322,0.5761145043045283,0.7823543792658382
28,0.7962,0.7370444444444444,0.5910301854528487,0.7722504840999842
29,0.8038,0.7333111111111111,0.5750070012927055,0.7851331901338365
