,16,32,64
0,1.0033367435903766,1.2193025382342877,0
1,0.5633982436309665,0.6627979510077875,0
2,0.46796626409987857,0.0,0
3,0.4168913428480626,0.0,0
4,0.37530849066785105,0.0,0
5,0.3422085095886929,0.0,0
6,0.31426137988381103,0.0,0
7,0.29055393825643033,0.0,0
8,0.2705799324290315,0.0,0
9,0.24569734453180275,0.0,0
10,0.23014381374942633,0.0,0
11,0.21220013693801415,0.0,0
12,0.19373782215722057,0.0,0
13,0.1786092912208473,0.0,0
14,0.1635041805068637,0.0,0
15,0.14976813925868526,0.0,0
16,0.13983821673688723,0.0,0
17,0.12679961918627428,0.0,0
18,0.11509527407544859,0.0,0
19,0.10885915491008887,0.0,0
20,0.10105318116263175,0.0,0
21,0.08986538113959808,0.0,0
22,0.08378810747913948,0.0,0
23,0.07682396833753591,0.0,0
24,0.07078540961240236,0.0,0
25,0.06573035497388213,0.0,0
26,0.06085899158945745,0.0,0
27,0.059858371119766135,0.0,0
28,0.0544628718424212,0.0,0
29,0.05293424055280317,0.0,0
