,16,32,64
0,0.6912888888888888,0.6296222222222222,0
1,0.8101777777777778,0.7894666666666666,0
2,0.8419555555555556,0.0,0
3,0.8588222222222223,0.0,0
4,0.8719555555555556,0.0,0
5,0.8840888888888889,0.0,0
6,0.8932666666666667,0.0,0
7,0.9018222222222222,0.0,0
8,0.9078666666666667,0.0,0
9,0.9184444444444444,0.0,0
10,0.9222222222222223,0.0,0
11,0.9293111111111111,0.0,0
12,0.9369555555555555,0.0,0
13,0.9414666666666667,0.0,0
14,0.9471555555555555,0.0,0
15,0.9512222222222222,0.0,0
16,0.9553555555555555,0.0,0
17,0.9594888888888888,0.0,0
18,0.9632666666666667,0.0,0
19,0.9668666666666667,0.0,0
20,0.9694222222222222,0.0,0
21,0.9743777777777778,0.0,0
22,0.9744444444444444,0.0,0
23,0.9780444444444445,0.0,0
24,0.9802888888888889,0.0,0
25,0.9817111111111111,0.0,0
26,0.9831111111111112,0.0,0
27,0.9833777777777778,0.0,0
28,0.9858444444444444,0.0,0
29,0.9856666666666667,0.0,0
