,test_acc,train_acc,test_loss,train_loss,0.736,0.6227777777777778,0.9456894367266768,1.399007343372924,0.7504,0.7217777777777777,0.8012897955914275,0.9399637409770273,0.7702,0.7434444444444445,0.716719922689965,0.8315605055467963,0.7758,0.7506222222222222,0.6854390657176606,0.7798518259415964,0.7774,0.7598666666666667,0.6665995653254536,0.746684068262344,0.779,0.7597333333333334,0.6406821264340855,0.7295632840442438,0.7858,0.7640444444444444,0.6268572479772111,0.7120699338426888,0.7832,0.7683555555555556,0.6269893256334451,0.6977908077281945,0.788,0.7727777777777778,0.6143878965903395,0.6872147341194926,0.7872,0.7740444444444444,0.607174248503039,0.6760924928475647
0,0,0,0,0,0.736,0.6227777777777778,0.9456894367266768,1.399007343372924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,0,0,0,,,,,0.7504,0.7217777777777777,0.8012897955914275,0.9399637409770273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0,0,0,0,,,,,,,,,0.7702,0.7434444444444445,0.716719922689965,0.8315605055467963,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0,0,0,0,,,,,,,,,,,,,0.7758,0.7506222222222222,0.6854390657176606,0.7798518259415964,,,,,,,,,,,,,,,,,,,,,,,,
4,0,0,0,0,,,,,,,,,,,,,,,,,0.7774,0.7598666666666667,0.6665995653254536,0.746684068262344,,,,,,,,,,,,,,,,,,,,
5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.779,0.7597333333333334,0.6406821264340855,0.7295632840442438,,,,,,,,,,,,,,,,
6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0.7858,0.7640444444444444,0.6268572479772111,0.7120699338426888,,,,,,,,,,,,
7,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7832,0.7683555555555556,0.6269893256334451,0.6977908077281945,,,,,,,,
8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.788,0.7727777777777778,0.6143878965903395,0.6872147341194926,,,,
9,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7872,0.7740444444444444,0.607174248503039,0.6760924928475647
