,test_acc,train_acc,test_loss,train_loss
0,0.4982,0.40294444444444444,1.4186905715465545,1.6757462941275703
1,0.5536,0.5201388888888889,1.284737344312668,1.350034170008368
2,0.5952,0.5657222222222222,1.1647003494501114,1.227807469457388
3,0.6032,0.594,1.124919979608059,1.1513923071126144
4,0.6086,0.6158055555555556,1.0907891870498658,1.094024927948912
5,0.628,0.63275,1.0541271646678447,1.0489062633713087
6,0.5954,0.6470555555555556,1.1428622771143913,1.0101965117686325
7,0.6476,0.6610972222222222,1.006710807198286,0.9737749304663804
8,0.6622,0.6716527777777778,0.9689529324531555,0.9433063429916898
9,0.656,0.6818611111111111,1.0180714946299791,0.9124542089907659
10,0.6762,0.6934444444444444,0.9269955145329237,0.8826479357025689
11,0.6612,0.7031388888888889,0.9831584689944982,0.8562596458204919
12,0.6778,0.710875,0.9197631593525409,0.8325932267900142
13,0.6686,0.7216944444444444,0.9576585022032261,0.8062631587427523
14,0.6892,0.7314722222222222,0.8968631622374058,0.780241930688421
15,0.6934,0.7384722222222222,0.8810122828111052,0.7550448496548666
16,0.668,0.7477083333333333,0.958375819504261,0.7358861880505251
17,0.6814,0.7541805555555555,0.9135029645055532,0.7131659251447353
18,0.6968,0.7593055555555556,0.9088458944529295,0.6941153148358895
19,0.6992,0.7697222222222222,0.8903545178383588,0.6693750394185384
20,0.6946,0.7757916666666667,0.9302619283564388,0.6518612214074366
21,0.694,0.78275,0.9031840692341327,0.6324410234735244
22,0.7024,0.7882222222222223,0.8879371105320751,0.6117471293918788
23,0.7042,0.797125,0.8931225526541472,0.5932859081992259
24,0.6984,0.8027638888888889,0.8933302959963679,0.5764454972195543
25,0.6922,0.8084444444444444,0.8957809635415673,0.5582148747156478
26,0.6888,0.8139722222222222,0.9248070242993534,0.5421514363052944
27,0.6968,0.81925,0.9356511166058481,0.5259767762621244
28,0.7046,0.8265277777777778,0.9222350263908505,0.5100309476013192
29,0.708,0.8311666666666667,0.9250834122627973,0.49245482547167274
