,test_acc,train_acc,test_loss,train_loss
0,0.537,0.4324027777777778,1.3157343648791313,1.580227962995569
1,0.5838,0.5595138888888889,1.1756075119912623,1.248601905476716
2,0.6196,0.6047222222222223,1.0912120398759841,1.1239423567408489
3,0.6412,0.6334861111111111,1.0179663234055043,1.0440306949017362
4,0.6602,0.6569166666666667,0.9710761733800173,0.979163641682619
5,0.658,0.6762777777777778,0.9826843628451228,0.926069389257373
6,0.6524,0.6922361111111112,0.9800063467115164,0.8818484763638634
7,0.6682,0.7082916666666667,0.936491307773441,0.8389701982322925
8,0.6802,0.7215833333333334,0.9149234945885837,0.7995989544299534
9,0.6972,0.734125,0.8774642442841083,0.7636519967930184
10,0.7024,0.7454861111111111,0.8675354138635099,0.7290520034820462
11,0.706,0.7569722222222223,0.8554588875357062,0.698478598952552
12,0.7042,0.7670694444444445,0.873534321910888,0.6703952435407684
13,0.7038,0.7779583333333333,0.8800520995914936,0.6416252129168716
14,0.7056,0.7853333333333333,0.8904641886545345,0.616133981752882
15,0.6594,0.7934583333333334,1.076804275480844,0.589368009729395
16,0.694,0.8036944444444445,0.9523312607416883,0.5670879037224869
17,0.6912,0.8116666666666666,0.9735715869112872,0.5403611653368248
18,0.7104,0.8176111111111111,0.8917042218483053,0.5220614604129159
19,0.6998,0.8263888888888888,0.9552422617224976,0.49939971053934684
20,0.694,0.8333888888888888,0.9935045785045251,0.4808368379830305
21,0.6956,0.8383333333333334,1.0767281377545093,0.461851730346476
22,0.6916,0.8459583333333334,1.0490316600098275,0.4426403173196498
23,0.703,0.8505694444444445,1.001079936935287,0.4270788053741174
24,0.6992,0.8572222222222222,1.0108791543835773,0.4100705206271442
25,0.6926,0.8637777777777778,1.0890759541248902,0.3930420018573811
26,0.6894,0.868625,1.089721075295098,0.3776534766055217
27,0.6944,0.8734027777777778,1.063674863143079,0.36177405029873994
28,0.698,0.8794861111111111,1.0992197214435087,0.3469500855291727
29,0.6898,0.8846805555555556,1.1444041465901305,0.3313355029834644
