,test_acc,train_acc,test_loss,train_loss
0,0.7152,0.5611777777777778,1.026127866281869,1.5593904576350732
1,0.7508,0.7029111111111112,0.7910713463926468,0.9779538923932105
2,0.7584,0.7266444444444444,0.7201834117261746,0.8336214928590145
3,0.7746,0.7396444444444444,0.6686242912619259,0.7760871375185546
4,0.779,0.7477333333333334,0.6492604209116092,0.7420318654125541
5,0.7848,0.7540444444444444,0.6288435117790874,0.7206566694831238
6,0.791,0.7588444444444444,0.6126215207976655,0.706422123399825
7,0.793,0.7617111111111111,0.602917199793715,0.6933370329680665
8,0.7912,0.7638,0.6071584646979841,0.6854703463494799
9,0.7912,0.7668888888888888,0.5991934858762418,0.6767615018855453
10,0.7946,0.7688666666666667,0.5941985369966434,0.6693608925790071
11,0.7968,0.7693777777777778,0.5922783277571773,0.6671478665260671
12,0.799,0.7730444444444444,0.5838826454866427,0.657734748435601
13,0.8,0.7749333333333334,0.5786111211767212,0.6527323123349696
14,0.8002,0.7779777777777778,0.5759140334475916,0.6481326707382877
15,0.7966,0.7768444444444444,0.5795971414389701,0.6477957098690844
16,0.8004,0.7766444444444445,0.5708852435548466,0.647452302785624
17,0.8046,0.7803777777777777,0.5653226890931495,0.639005927247824
18,0.8002,0.7796888888888889,0.5687807389198781,0.6400530346643764
19,0.8054,0.7798222222222222,0.5649274097035487,0.6392367512300224
20,0.8046,0.7802444444444444,0.5660207765028119,0.6366073127254616
21,0.8054,0.7810444444444444,0.5658209887318337,0.634969049971319
22,0.8056,0.7831333333333333,0.5623670679311783,0.6295757484322674
23,0.7992,0.7797111111111111,0.5687122718451884,0.6355039145872977
24,0.8054,0.7823555555555556,0.5570250736019863,0.6293774602826787
25,0.806,0.7799333333333334,0.5591748027612988,0.6321432603939632
26,0.8066,0.7837333333333333,0.5543984425382111,0.6277903288502181
27,0.8076,0.7828222222222222,0.5613799535285551,0.6257511983366356
28,0.8058,0.7822888888888889,0.5649886421692638,0.6301061310750753
29,0.8082,0.7844888888888889,0.5587615087009467,0.6216503874638137
