,test_acc,train_acc,test_loss,train_loss
0,0.4984,0.43277777777777776,1.4035651729076724,1.5402024684643203
1,0.6014,0.5509777777777778,1.1055986896345886,1.2523014919663018
2,0.624,0.5977777777777777,1.072655683454079,1.1305049055001952
3,0.6416,0.6231555555555556,0.9916750901862036,1.056142995980653
4,0.6776,0.6483111111111111,0.8797151446342468,0.994059612297199
5,0.68,0.6663333333333333,0.901333104206037,0.9487279049036178
6,0.6892,0.6777111111111112,0.8980887977382804,0.9051055266437206
7,0.6918,0.6899333333333333,0.8711683531350727,0.8749813751148229
8,0.7192,0.7010888888888889,0.7973582986034925,0.8452335153283044
9,0.7136,0.7099555555555556,0.7972798400287386,0.8197967476126823
10,0.7276,0.7159111111111112,0.7984551389383364,0.7994869243014943
11,0.7118,0.7222222222222222,0.8284403976005844,0.7770614638416604
12,0.7174,0.7336,0.8388309871094136,0.7524838600815698
13,0.7382,0.7357777777777778,0.7390076212490662,0.7400385411032899
14,0.7466,0.7434222222222222,0.7318168459813806,0.7203834320164539
15,0.7536,0.7508,0.7101618262785899,0.7045871297066862
16,0.7472,0.7570222222222223,0.7252494285378275,0.6855148407630622
17,0.7634,0.7590444444444444,0.6957443035856078,0.6766273129985414
18,0.7584,0.7648666666666667,0.6984329953601088,0.6630401497452774
19,0.754,0.7677555555555555,0.7093381168721598,0.6540352346121587
20,0.7494,0.7753111111111111,0.7308600478911702,0.6346709799148481
21,0.7634,0.7769555555555555,0.7033393828174735,0.627921465868977
22,0.7562,0.7818444444444445,0.7131809799731532,0.6155581758780913
23,0.7494,0.7835555555555556,0.7321739887134938,0.6055478246628561
24,0.7528,0.7876666666666666,0.7530906085349336,0.5955643600530245
25,0.7628,0.7909111111111111,0.7122845199855068,0.5858088429509238
26,0.7602,0.7944888888888889,0.6955893132128294,0.5747640914368358
27,0.7598,0.7976666666666666,0.7368599991255169,0.5651260199956596
28,0.762,0.8017555555555556,0.7246103943148746,0.5555717128074982
29,0.759,0.8029111111111111,0.715277145746388,0.547986298757182
30,0.7628,0.8061555555555555,0.7124588987495326,0.5429240997288037
31,0.7618,0.8079111111111111,0.7094137479987326,0.5332553459077396
32,0.7612,0.8130666666666667,0.7231746099040478,0.523426590487361
33,0.7586,0.8126666666666666,0.7261955490972423,0.5220464320684021
34,0.7592,0.8184666666666667,0.7506438035376465,0.5106799543242563
35,0.754,0.8192,0.7586659247739406,0.5065893968778916
36,0.7548,0.82,0.7699471182083781,0.4985870445062491
37,0.764,0.8241555555555555,0.7443015249092367,0.49069650342095306
38,0.7596,0.8239555555555556,0.760086909879612,0.49217440395362
39,0.7562,0.8266888888888889,0.7978768783468234,0.48227735922079196
40,0.753,0.8273555555555555,0.7809406560433062,0.475696315375072
41,0.7556,0.8277333333333333,0.7743048160513745,0.47684709158387373
42,0.7598,0.8338,0.8062310409319552,0.4642437887378037
43,0.7582,0.8332666666666667,0.7776097430835797,0.459680308630182
44,0.7638,0.8344222222222222,0.7951298748390584,0.45453151539814746
45,0.7532,0.8376666666666667,0.7925991609786884,0.4492831245403398
46,0.7498,0.8414888888888888,0.8175428621942484,0.4418461313259534
47,0.7548,0.8422666666666667,0.8176722966040237,0.44024994541806256
48,0.7652,0.8435555555555555,0.766638573400582,0.43629636659964244
49,0.7602,0.8452222222222222,0.7874535829583301,0.4353762950790538
50,0.7558,0.8474888888888888,0.8375840099834944,0.42140880885364657
51,0.7616,0.8459333333333333,0.8107706757285927,0.42483537388034165
52,0.765,0.8508222222222223,0.8135443110066124,0.41645789944397454
53,0.7588,0.8517333333333333,0.8240435407791711,0.4129792482973161
54,0.7654,0.8530222222222222,0.8278694331080099,0.40682874630543997
55,0.7676,0.8554,0.8161762105890468,0.40226401680741797
56,0.7502,0.8541111111111112,0.8495380718119537,0.3998367130460048
57,0.7718,0.8573777777777778,0.8214653403604333,0.39692107564769685
58,0.7546,0.8578888888888889,0.8538687094291554,0.3980036893520843
59,0.7566,0.8591555555555556,0.8528806895394868,0.3891537208110094
