,test_acc,train_acc,test_loss,train_loss
0,0.565,0.4809111111111111,1.2068275582941272,1.418199498799037
1,0.5848,0.6252,1.231342977360834,1.0532504972917112
2,0.652,0.6673111111111111,0.9645494249048112,0.9360662635246461
3,0.6916,0.6938222222222222,0.8570252751247792,0.8631903974085369
4,0.7076,0.7138666666666666,0.8382449482060685,0.8128828317011622
5,0.696,0.7296888888888889,0.8607758789122859,0.7638693661428988
6,0.7246,0.7393555555555555,0.7651107828073864,0.736453434875743
7,0.7312,0.7492,0.754690049569818,0.7017638892443343
8,0.7458,0.763,0.7229820007010351,0.6765980669297278
9,0.7552,0.7694444444444445,0.7018722450431389,0.6530761880461465
10,0.74,0.7762,0.7541402438773385,0.6321816703050651
11,0.7504,0.7865111111111112,0.6975606796862204,0.6066868803463876
12,0.7554,0.7918222222222222,0.702686426005786,0.5879134975839406
13,0.7582,0.7955777777777778,0.6981283671493772,0.5765402707355943
14,0.7682,0.8028666666666666,0.6751846256135385,0.5605723162351007
15,0.7626,0.8056666666666666,0.6900860476720182,0.5471723605455323
16,0.7656,0.8099555555555555,0.6793363173551197,0.5344732847191732
17,0.7682,0.8130444444444445,0.6911381532119799,0.5214611352633007
18,0.7758,0.8194666666666667,0.6553351015229768,0.505378323120319
19,0.7732,0.8227333333333333,0.675024273840687,0.4980730350256305
20,0.7726,0.8274888888888889,0.6711668138262592,0.48383706297979434
21,0.7646,0.8324666666666667,0.6899475402469877,0.47177837971089914
22,0.7678,0.8330666666666666,0.6780440935605689,0.4683300301390277
23,0.7682,0.8387555555555556,0.6988679329051247,0.45633636277422984
24,0.7654,0.8413555555555555,0.7115943331884432,0.44462362996471877
25,0.773,0.8433777777777778,0.6555659299409842,0.4382178013805639
26,0.778,0.8469333333333333,0.6612131882317459,0.4277507807974788
27,0.7824,0.8487555555555556,0.6642994001696382,0.42051805718801916
28,0.779,0.8530888888888889,0.6880071597008766,0.4115679708775133
29,0.7672,0.8567111111111111,0.7248185820217374,0.39971710356291046
30,0.7734,0.8591555555555556,0.6859986206775979,0.3997179044156589
31,0.7694,0.8597111111111111,0.7488038551203812,0.3888479516291144
32,0.7792,0.8618,0.6849951855366743,0.38817088555713947
33,0.7698,0.8640444444444444,0.7284740245417703,0.37747849661602895
34,0.7742,0.8662444444444445,0.7047683503242987,0.3750686476705596
35,0.7736,0.8698666666666667,0.7045976074436043,0.36206249649297784
36,0.7624,0.8684222222222222,0.7486993542200402,0.36586668503216724
37,0.7744,0.8723111111111111,0.7324717745562143,0.35249764370647346
38,0.7718,0.8765333333333334,0.7463704806905759,0.3447225275026126
39,0.7764,0.8766888888888889,0.7229203508247303,0.34334960698404093
40,0.7762,0.8785333333333334,0.7312609383577033,0.3369197246872566
41,0.7724,0.8812,0.7392033517737931,0.33002160567874933
42,0.782,0.8838222222222222,0.7306328736528566,0.32406193241265346
43,0.7786,0.8838,0.7454343253298651,0.3240398251112889
44,0.7574,0.884,0.8145002288908898,0.3180918263864111
45,0.7774,0.8864222222222222,0.7421124839707266,0.31502152927516197
46,0.769,0.8880888888888889,0.7751138957240914,0.31135680099462415
47,0.7716,0.8871555555555556,0.7864226763007007,0.3128268196861344
48,0.775,0.8911555555555556,0.7550892662964289,0.3023345614571802
49,0.779,0.8933777777777778,0.7393668101558203,0.2967641288837926
50,0.7732,0.8940222222222223,0.7621718350845047,0.2929145341569727
51,0.7722,0.8958666666666667,0.7987170843761179,0.2895804773275317
52,0.7724,0.8951333333333333,0.7580519162024124,0.28743990150872956
53,0.7776,0.8954666666666666,0.7846893148520325,0.2893479012736035
54,0.7814,0.8994222222222222,0.7703644071198716,0.27771317125933076
55,0.7734,0.8999111111111111,0.7969161202494479,0.2770531278907914
56,0.7764,0.9025555555555556,0.7945352993622611,0.272151901175014
57,0.7856,0.9008,0.7853667805961604,0.2682439463996244
58,0.7814,0.9018222222222222,0.7949772591738007,0.2687159930567511
59,0.782,0.9023555555555556,0.792833885060081,0.268694606482644
