,0.01,0.05,0.1,0.2,0.5
0,1.4848282454066806,1.4731040221161313,1.5101404680781894,1.5114952821042802,1.5812225055800544
1,1.223463529083464,1.2258227128929562,1.2592633512549931,1.3031358329349094,1.4530629822095236
2,1.128160988023546,1.1504865709569718,1.182833478307724,1.25575615290006,1.4219694217787848
3,1.0673345427274703,1.1110619695186614,1.145436110970709,1.2367809531423781,1.4014428868664635
4,1.0273528635197215,1.0848422246164746,1.127199798493915,1.2353549923684861,1.390905685520172
5,0.992410405948427,1.0679976150751114,1.111085098830859,1.2216455607096355,1.3903663066069285
6,0.9701922160791027,1.0510124947892294,1.1065510252475739,1.2260949289004008,1.3882402670754326
7,0.9485872669743167,1.0421049975103802,1.1011927350176705,1.2231971148543888,1.383760430738661
8,0.9323979597118166,1.0319606288777456,1.0965510690132776,1.216874768866433,1.3869260500166152
9,0.9195326359536913,1.0219504988829295,1.0892786431524488,1.2197776438977983,1.385227158302731
10,0.9109358343177372,1.0154979306115044,1.092995962527063,1.2170206541538238,1.3902314820766448
11,0.8988250107566516,1.0105204000771046,1.090021044725842,1.2193126454353334,1.3821409329626295
12,0.8912956502993902,1.0079831597089768,1.0831227102332646,1.2142112767643398,1.3936337549474505
13,0.8882682685759332,1.0003273013922904,1.0752430641015371,1.2149630977312724,1.382846229585012
14,0.8747442377593783,0.996175825908449,1.075546079296536,1.21155218773418,1.3864334875212776
15,0.8657530335081948,0.9939598205924034,1.07210026517974,1.2113936186419594,1.3873130083931817
16,0.863970129575332,0.9962622968739934,1.073210922850503,1.215996445883645,1.38764458644655
17,0.8603763729373614,0.9909861826697985,1.0687067404323154,1.2120023208035362,1.388347520245446
18,0.8536699823763635,0.9870783741394679,1.072083364280065,1.2108681370364296,1.3833425255563525
19,0.8498881848533948,0.9866689889550209,1.0657087839656405,1.2090071839226617,1.3925250198046366
20,0.8441707763724857,0.9850888074265586,1.0672898194657432,1.2018295705106523,1.3905905553499858
21,0.8436980752269427,0.9828033858617147,1.065285910518964,1.2080816054609087,1.3887176985210843
22,0.8371837997602092,0.9822799998018477,1.0679067727035947,1.2067707992659675,1.388997321987152
23,0.8368286301440663,0.9837254554960463,1.0615738752894932,1.2054627050717672,1.380779500389099
24,0.8340940036051803,0.979545886985461,1.0604280625449287,1.2041794803725347,1.384963694609536
25,0.8318593134605222,0.9768768219073614,1.0618053506268395,1.205971598675516,1.390155596669515
26,0.8302983983933926,0.9756693997846709,1.0605924265093274,1.202354362132814,1.3954018940077888
27,0.8296269488433997,0.9732563807355034,1.0605020117282868,1.1983953355338839,1.385699215857188
28,0.8263493007236057,0.9739278436316384,1.0590890898942948,1.2045824620776706,1.3878666387452019
29,0.8183984690851636,0.9701720551278856,1.0585656670583619,1.202953370141983,1.387894670285119
