,0.01,0.05,0.1,0.2,0.5
0,0.4648,0.46757777777777776,0.45495555555555556,0.4552222222222222,0.4235777777777778
1,0.5664666666666667,0.5600444444444445,0.5537777777777778,0.5336666666666666,0.4819333333333333
2,0.5987777777777777,0.5934666666666667,0.5827111111111111,0.5564444444444444,0.4953111111111111
3,0.6235333333333334,0.6081777777777778,0.5958888888888889,0.5637777777777778,0.5045111111111111
4,0.6368222222222222,0.6125555555555555,0.6047333333333333,0.5667111111111112,0.5094
5,0.6510888888888889,0.6209111111111111,0.6098,0.5706222222222223,0.5088222222222222
6,0.6566222222222222,0.6293111111111112,0.6120222222222222,0.5696222222222223,0.5102666666666666
7,0.6656222222222222,0.6343111111111112,0.6144666666666667,0.5666888888888889,0.5125333333333333
8,0.6714444444444444,0.6340444444444444,0.6159111111111111,0.5704444444444444,0.5119333333333334
9,0.6746666666666666,0.6411333333333333,0.6166444444444444,0.5712888888888888,0.5113555555555556
10,0.6793555555555556,0.6417555555555555,0.6162666666666666,0.5708666666666666,0.5105333333333333
11,0.6854444444444444,0.6445555555555555,0.6173555555555555,0.5682222222222222,0.5116222222222222
12,0.6866888888888889,0.6442666666666667,0.6195333333333334,0.5715555555555556,0.5077555555555555
13,0.6897777777777778,0.6481333333333333,0.6217333333333334,0.573,0.5127333333333334
14,0.6905333333333333,0.6474,0.6204,0.5752444444444444,0.5101111111111111
15,0.6934666666666667,0.6477777777777778,0.6246444444444444,0.5726,0.5099555555555556
16,0.6960222222222222,0.6495777777777778,0.6240222222222223,0.5722666666666667,0.5091333333333333
17,0.6987111111111111,0.6503111111111111,0.6251333333333333,0.5738,0.5104
18,0.7006666666666667,0.6524444444444445,0.6250444444444444,0.5733555555555555,0.5111555555555556
19,0.7009555555555556,0.6539111111111111,0.6241333333333333,0.5757111111111111,0.5076444444444445
20,0.7030666666666666,0.6537555555555555,0.6248222222222222,0.5772888888888889,0.5080666666666667
21,0.7032,0.6528222222222222,0.6248444444444444,0.5735555555555556,0.5102
22,0.7045555555555556,0.6559111111111111,0.6228444444444444,0.5781777777777778,0.5104888888888889
23,0.7033777777777778,0.6529333333333334,0.6249777777777777,0.5756666666666667,0.5130444444444444
24,0.7057111111111111,0.6565777777777778,0.6250666666666667,0.5749333333333333,0.5110666666666667
25,0.7082,0.6575555555555556,0.6264666666666666,0.5743777777777778,0.5089555555555556
26,0.7076222222222223,0.6591555555555556,0.6270222222222223,0.5754444444444444,0.5062666666666666
27,0.7082444444444445,0.6565555555555556,0.6274,0.5797555555555556,0.5103333333333333
28,0.7093111111111111,0.6572666666666667,0.6255333333333334,0.5761555555555555,0.5079777777777778
29,0.7140222222222222,0.6595555555555556,0.6284444444444445,0.5782666666666667,0.5120222222222223
