,test_acc,train_acc,test_loss,train_loss
0,0.4312,0.3107333333333333,1.5669875125885009,1.8723908132129246
1,0.5062,0.4507777777777778,1.3479586983680725,1.5122165790345934
2,0.5654,0.5139777777777778,1.208600717973709,1.34309534746276
3,0.5938,0.5576,1.1456903898239135,1.2340995852152508
4,0.6188,0.5919333333333333,1.056537130522728,1.1500557460837895
5,0.6592,0.6137333333333334,0.9582883802890778,1.093835532757971
6,0.6744,0.6312444444444445,0.9080932649135589,1.0466517228020562
7,0.6772,0.6419777777777778,0.912173933595419,1.0125943326261309
8,0.684,0.6563555555555556,0.8886930513501168,0.9734977550824483
9,0.6952,0.6638222222222222,0.8527073960721493,0.9536898827605778
10,0.7054,0.6722666666666667,0.8339687637805939,0.9294659337030516
11,0.7146,0.6812222222222222,0.8086435339689255,0.911799209982819
12,0.707,0.6868222222222222,0.8196352088391781,0.8931418233752251
13,0.721,0.6929555555555555,0.789438977921009,0.875286875573794
14,0.734,0.6992888888888888,0.7613610364675522,0.8564106253306071
15,0.7218,0.7024888888888889,0.777619857648015,0.844586147362656
16,0.7364,0.7064,0.7476524041652679,0.8323533502366808
17,0.7402,0.7110888888888889,0.7426798585534096,0.8211926865577698
18,0.7448,0.7147111111111111,0.7172830824792386,0.8112472739179929
19,0.7456,0.7184444444444444,0.7156155656695365,0.8033490399691794
20,0.7422,0.7244222222222222,0.7169818640977145,0.7874760443634458
21,0.7448,0.7252,0.7194425759255886,0.7801212024437056
22,0.7456,0.7282888888888889,0.724492103728652,0.769548601076338
23,0.7508,0.7321777777777778,0.7054005776673555,0.7633678298218383
24,0.7544,0.7337333333333333,0.6964527583837509,0.752964736666282
25,0.7548,0.7361333333333333,0.7021218893706799,0.747204436437289
26,0.7636,0.7409333333333333,0.6734726621627808,0.7380710518207815
27,0.7598,0.7454666666666667,0.6808089263007044,0.7272341399974294
28,0.7608,0.7471111111111111,0.6708698439657688,0.7226630950682693
29,0.7684,0.7479555555555556,0.674527343583107,0.7153578249428008
30,0.7658,0.7524888888888889,0.6645287938982248,0.704931078082323
31,0.7664,0.7523777777777778,0.6635369889035821,0.7010793430043591
32,0.757,0.7588,0.6857825534760952,0.6922429647045003
33,0.7654,0.7604222222222222,0.6642277014136314,0.6843214078452852
34,0.7676,0.7606666666666667,0.6714849394381046,0.6815203128503429
35,0.767,0.7645777777777778,0.648267690782249,0.6742906743751632
36,0.7754,0.7647777777777778,0.6479506124243141,0.6658835635609097
37,0.766,0.766,0.6747951467439532,0.6619708259966638
38,0.7678,0.7706,0.6521031407400966,0.6538160489645269
39,0.7666,0.7700666666666667,0.6583099316969514,0.6524334971636534
